price,X,Y,bedrooms,bathrooms,sqft_lot,grade,sqft_living15,sqft_lot15
1280000,-122.353,47.6314,4,3,4500,9,2410,4995
995000,-122.385,47.7764,5,3.25,8029,9,2520,8214
1580000,-122.372,47.7282,4,2.5,74487,12,3810,74487
635000,-122.388,47.6806,5,2.75,5500,7,1790,5500
215000,-122.166,47.39,3,1,9000,7,1290,8316
530000,-122.324,47.6776,3,2.5,1090,7,1360,1124
295000,-122.354,47.5245,2,1,4125,6,1000,6100
245000,-122.289,47.3593,3,2.25,6775,7,1460,7210
400000,-122.146,47.4379,6,2.5,17112,8,2690,16038
303000,-122.01,47.1928,3,2.75,8820,8,1850,8651
330000,-121.902,47.5695,3,1.75,9675,7,1160,9675
700000,-122.262,47.7439,3,1.75,13000,9,2880,11340
126000,-122.197,47.4865,1,1,4400,5,1090,4930
850000,-122.153,47.6488,4,1,35802,7,2880,40510
405000,-122.185,47.7243,3,2,7425,7,1800,8344
869900,-122.335,47.6883,6,4.5,4400,8,1860,4400
485000,-122.377,47.5412,3,1.75,6775,8,1310,6028
400000,-122.302,47.6181,2,2,1173,8,1340,1317
299950,-122.047,47.386,3,2.5,4650,7,3050,3848
585000,-122.225,47.733,4,2.5,9099,8,2270,8900
495000,-122.321,47.6929,4,2,5413,7,1510,5413
2200000,-121.991,47.5457,5,4.5,17168,12,4850,15017
447000,-122.059,47.6273,3,2.25,14080,7,1530,9758
206000,-122.183,47.312,3,1,9239,7,1320,8415
500000,-122.383,47.5627,3,1,4600,7,1090,4600
302500,-122.191,47.3585,4,2.5,5511,8,1850,6031
1250000,-122.101,47.6406,4,4.25,13000,9,2840,11308
391000,-122.368,47.6966,2,1,5423,6,1690,5993
250000,-122.046,47.3784,3,2,5457,7,1480,6286
435000,-122.149,47.4891,4,2.5,5350,7,2440,5090
160000,-122.223,47.4874,4,2.25,14722,7,2400,10000
451000,-122.322,47.7508,5,3,6508,7,1940,9450
206000,-122.325,47.4882,2,1,7158,6,1090,7158
590000,-122.402,47.5785,4,2.75,5400,7,1830,5000
695000,-122.03,47.621,3,2.5,17622,9,2360,15000
350000,-122.202,47.394,3,1.5,40752,7,1550,8000
1240000,-122.394,47.6423,5,3.5,4628,10,2060,4640
395000,-122.087,47.7476,6,2.25,11200,7,1790,11200
419000,-122.239,47.5049,5,3,9652,7,1440,6710
592350,-122.017,47.709,2,2,4665,8,2165,6262
855000,-122.067,47.5366,5,3.25,5669,9,3310,6006
771000,-122.197,47.6893,4,2.5,7200,9,2650,7800
325000,-122.016,47.2377,3,2.25,43350,7,1570,220849
1850000,-122.304,47.6341,5,3.25,6060,9,3050,5850
545000,-122.391,47.5693,4,1.75,6731,7,1780,6350
615000,-122.386,47.5696,3,1.75,5175,7,1780,5175
625500,-122.286,47.6981,2,1,7439,6,1680,7439
232000,-122.271,47.3182,3,1.5,15000,7,1510,15000
168000,-122.189,47.4499,3,1.5,7439,6,2350,3370
238000,-122.189,47.4499,3,1.5,7439,6,2350,3370
260000,-122.221,47.2625,3,2.5,7401,8,1720,7171
460000,-122.033,47.5294,3,1.75,7500,7,1250,6000
900000,-122.288,47.748,3,2.5,11535,8,2670,9942
289950,-122.318,47.7562,3,1,8280,6,1060,7609
265000,-122.037,47.3482,3,1.75,5858,7,1520,6573
465000,-122.096,47.7415,4,2.25,20349,8,1270,12800
370000,-122.211,47.7126,3,1.5,7201,7,1380,7201
240000,-122.348,47.4864,2,1.5,9880,7,1670,9807
232000,-122.181,47.5072,4,2,5911,5,1500,11089
237502,-122.375,47.5256,3,1,7560,7,1300,7560
1280000,-122.397,47.6427,4,3.5,5500,10,1290,5500
957000,-122.168,47.588,4,2.25,11545,8,2190,11396
218000,-122.08,47.3684,3,1.5,4875,6,980,5070
205000,-122.11,47.3632,3,1.5,8366,7,1260,9000
350000,-122.374,47.5481,3,3.25,1592,8,1560,1701
256000,-122.315,47.3527,4,2.5,5787,7,2030,6615
275000,-122.291,47.7289,3,1,7654,7,1310,7350
372000,-122.216,47.3893,4,2.5,9604,9,2540,9793
688888,-122.054,47.5314,3,3.25,9825,9,2140,10270
170000,-121.961,47.6337,2,1,24792,7,2150,24792
530000,-122.137,47.6071,5,2.25,7910,7,1680,8700
905000,-121.995,47.5429,4,3.25,7661,11,3580,6478
365000,-122.28,47.5303,4,2.5,5070,7,1870,5365
312000,-122.188,47.4061,4,2.5,10584,7,1730,9120
400000,-122.371,47.5242,2,1.75,7680,7,1250,7680
278750,-122.346,47.7024,2,2,5765,6,1160,3844
510000,-122.127,47.5718,3,2,11995,8,2690,12650
527700,-122.395,47.6904,2,2.25,806,8,1320,1389
740000,-122.351,47.6419,4,2.75,4000,9,2280,4000
512000,-122.136,47.4836,4,2.5,17209,9,2840,12560
362000,-122.185,47.3747,5,2.5,8216,8,1960,7200
225000,-122.33,47.4842,3,1,6600,5,1320,6600
491500,-122.018,47.5672,3,2.25,4322,7,1610,4322
429950,-122.351,47.7453,4,1.75,10230,8,2000,8006
375000,-122.155,47.5765,3,1,9800,7,1280,8880
199400,-122.352,47.5331,2,1,4000,6,1430,4000
364900,-122.147,47.3831,4,2.5,9346,9,2650,9454
324950,-122.374,47.5255,3,1.5,7560,7,980,7560
467000,-122.308,47.5858,5,2,4000,6,1940,6000
380000,-122.288,47.7134,3,1,5400,7,1190,6075
250000,-122.194,47.4437,3,2.25,10850,7,1910,10568
700000,-122.332,47.6663,4,1,4021,7,1710,4021
206990,-122.127,47.3174,3,1,9620,6,1300,10360
670000,-122.364,47.6662,3,1.75,3400,7,1640,5000
315000,-122.164,47.6978,2,1,6969,6,1380,12196
319950,-122.22,47.265,3,2.5,7500,8,2190,7506
419000,-122.38,47.7741,3,1.5,8272,7,1630,8270
205000,-122.217,47.2623,3,2,11419,8,2220,11406
335000,-122.04,47.3495,4,2.5,4745,7,1980,4878
397000,-122.348,47.694,3,1.75,5100,7,1550,5100
370000,-122.301,47.6175,2,1,2020,7,1630,2383
330000,-122.149,47.5126,4,2.25,9920,7,1990,9648
1790000,-122.114,47.5511,4,3.5,14300,12,4290,13822
399000,-122.283,47.774,3,2,16300,7,1940,11250
400000,-122.061,47.2585,4,1.75,189486,8,2190,218610
249900,-122.059,47.3523,3,2,6404,7,1570,7000
717000,-122.392,47.6821,3,1.5,3880,7,1570,3880
319000,-122.166,47.4016,4,2.5,8336,8,2280,7959
635000,-122.291,47.6807,4,3,3800,8,1320,3800
355000,-122.294,47.7372,3,1,7573,7,1320,7573
1600000,-122.122,47.5461,5,3.25,32840,12,4410,33210
585000,-122.173,47.6941,4,1.75,12519,7,2240,7308
320000,-122.316,47.5141,3,2,7800,7,1380,7800
305495,-122.154,47.4744,3,1.75,10200,7,1800,10200
240000,-122.321,47.3965,4,2,14690,7,2440,10664
199950,-122.299,47.3904,5,2.5,8750,7,1740,8750
1620000,-122.194,47.5837,4,3.25,8114,10,2440,9195
770000,-122.376,47.4536,3,3.5,21744,9,2300,12200
255000,-122.186,47.3258,4,2.25,3179,8,1678,3590
289000,-122.128,47.4501,4,2.25,8925,8,1930,8400
494500,-122.191,47.5161,4,3,8804,8,1960,7225
746000,-122.099,47.6366,3,2.25,9619,8,1960,9712
385000,-122.141,47.4745,4,3,13000,8,2180,11440
688100,-122.099,47.6915,4,2.5,10513,8,2110,9540
870300,-122.335,47.6605,4,2.5,3150,8,1750,3150
310000,-122.327,47.7416,3,1,8474,7,1180,7200
500000,-122.351,47.7733,3,2.5,5654,8,1770,7840
255000,-122.161,47.3925,3,2.25,7770,7,1960,7272
1480000,-122.289,47.6324,3,2.75,7080,9,3480,7370
154500,-122.328,47.4388,3,1,9465,6,1590,9147
425000,-122.168,47.7241,3,2.25,8058,7,1850,7384
700000,-122.019,47.561,4,2.5,7491,10,2490,8580
410500,-122.352,47.6436,2,1,3943,6,1590,4311
432000,-122.179,47.7244,3,2,7080,7,1620,8000
530000,-122.291,47.5745,3,1.5,4080,8,1420,4080
465000,-122.186,47.7294,3,2,8640,7,1970,8625
498688,-122.009,47.5752,3,2.5,5600,8,1800,4928
573500,-122.372,47.4527,3,1,21450,9,1880,11250
349900,-122.344,47.289,4,2.75,13474,8,2490,13140
220000,-122.176,47.4965,3,1,12519,7,1460,12507
260000,-122.354,47.52,2,1,6771,6,1000,4440
290000,-122.267,47.5554,2,1,4000,6,1210,4000
615000,-122.294,47.584,4,1.5,3240,8,2250,4000
730000,-122.223,47.7196,4,3.5,5638,10,3080,7200
1950000,-121.764,47.4548,4,3.25,167869,12,5610,169549
332500,-122.032,47.3879,3,2.25,10500,7,1870,8555
650000,-122.208,47.741,5,3.5,10120,9,2750,9622
1400000,-122.327,47.6838,4,2.5,7800,8,2020,6760
465000,-122.205,47.7649,4,1.75,7194,7,1440,9405
690000,-122.019,47.5775,4,3.25,11820,10,3680,10667
289900,-122.157,47.4492,3,1.75,7004,7,1640,7210
1620000,-122.281,47.6385,3,3.5,4000,9,1880,4000
339950,-122.329,47.432,3,2.5,4286,7,1780,4343
367999,-122.382,47.3183,4,2.75,8000,8,2090,8000
380000,-122.026,47.3828,4,2.5,10079,7,2010,7438
440000,-122.365,47.451,3,1.75,17100,7,1950,14400
975000,-122.158,47.6426,5,4,36450,10,3850,35325
309500,-122.234,47.741,3,1.5,13560,7,1540,15000
350000,-122.306,47.7359,3,1,8201,6,1180,8203
215000,-122.021,47.3487,2,2,2521,6,1310,3003
254000,-122.266,47.5253,2,1,6000,6,1460,5800
567000,-122.322,47.6851,3,1.75,4275,7,1800,4275
402000,-122.329,47.6412,2,1,1173,7,1370,1173
365000,-121.769,47.4742,4,1,80150,5,1740,84506
625000,-122.325,47.7538,4,2.5,8408,9,1300,8408
432000,-122.373,47.534,4,1.75,5160,7,1230,4920
335500,-122.149,47.4416,5,3,19090,8,2280,20000
672500,-122.407,47.5751,2,1.75,5940,8,2130,5940
336000,-122.278,47.5486,4,1,4310,6,1460,4310
294400,-122.218,47.2883,4,2.5,10183,7,1700,6600
541900,-122.147,47.6091,3,2.5,3054,8,1840,3815
505000,-122.128,47.6884,3,1.75,11400,8,2300,10140
255000,-122.173,47.3657,3,2.5,6176,7,1680,7414
435000,-122.204,47.7722,6,2.5,11970,7,2270,10640
636000,-122.361,47.6423,2,1.75,3600,7,1210,4500
655000,-121.986,47.3554,4,3.5,33106,9,3420,36590
280500,-122.323,47.4283,3,1.5,6988,7,1090,7753
520000,-122.372,47.6924,2,1,6141,7,1500,7529
354000,-122.205,47.4042,4,2.5,5476,8,2900,5476
810000,-122.322,47.3379,5,2.75,17654,9,2690,15344
400000,-122.19,47.2617,4,2.5,42884,9,2830,80148
879900,-122.05,47.6319,4,2.75,12000,10,2910,12428
1290000,-122.225,47.56,5,4,11358,10,3120,13555
902500,-122.033,47.3388,3,3.5,23522,10,3180,23273
900000,-122.295,47.6187,3,1.75,8400,7,1330,4800
419500,-122.18,47.4793,4,2.5,7200,7,2560,5715
685000,-122.401,47.6495,4,2,6000,8,1600,6000
429950,-122.136,47.4798,4,2.5,4524,8,2330,4524
464950,-122.365,47.559,4,2.5,6000,7,1640,4800
239900,-121.771,47.4463,2,1,9000,6,1410,9440
406250,-121.963,47.7324,4,3.25,11524,8,2370,14001
447000,-121.781,47.4831,4,2.5,8027,8,2480,8095
466800,-122.186,47.6595,3,2.5,14250,7,1660,14250
674000,-122.12,47.5846,4,2.5,11560,7,1970,11560
525000,-122.348,47.6557,1,1,3200,7,1350,2512
674950,-122.018,47.3735,3,2.75,92347,10,2970,37070
374900,-122.116,47.4389,3,2.5,4950,7,2230,5298
1440000,-122.322,47.6282,4,3,5000,9,2610,5000
559500,-122.113,47.7179,3,2.25,9250,8,2240,9266
522500,-121.863,47.5427,3,2.5,7875,9,2660,7752
1130000,-122.056,47.6662,5,2.5,28008,10,3170,28559
498500,-122.162,47.4944,5,2.75,7420,8,2290,7678
571000,-122.386,47.6885,4,1,4000,8,1520,4000
543000,-122.088,47.5007,2,2,217800,7,2370,157687
271920,-122.265,47.3315,3,2,10248,7,2090,9414
104950,-122.346,47.497,2,1,8254,6,1820,8922
485500,-122.014,47.5998,4,2.5,4500,8,1800,4500
1210000,-122.275,47.6756,4,2.75,6982,9,3140,7894
260250,-122.037,47.3473,3,1.75,8357,7,1490,7376
875909,-121.974,47.5868,4,2.5,13292,10,3000,10776
455000,-122.084,47.4492,4,1.75,94525,7,2270,47480
309000,-122.354,47.5321,3,1,7500,6,930,4000
229000,-122.396,47.3086,4,2.25,7688,8,1990,7688
250000,-122.305,47.3255,3,2,7900,7,1250,15600
600000,-122.258,47.7219,4,2,38141,9,3180,11760
535000,-122.076,47.7237,4,2.5,65836,8,2300,97574
571000,-122.041,47.6895,3,2.5,5186,7,2530,5186
1030000,-122.16,47.5641,5,2.75,16920,9,3100,13100
600000,-122.283,47.7718,4,3.25,14930,10,2910,13320
469500,-122.101,47.7408,3,2.25,12000,7,1580,12616
1150000,-122.149,47.5182,4,3,13170,11,3780,13148
785000,-122.325,47.6564,4,1.5,4000,8,1984,4000
872750,-122.102,47.6944,3,2.5,13695,10,2840,8472
900000,-122.384,47.6969,4,2.75,10214,10,3130,8608
350000,-121.828,47.526,2,1.75,6620,8,1560,5400
2580000,-122.239,47.6242,5,3,20440,10,4660,20440
940000,-122.157,47.6418,4,2.5,39960,10,3900,36444
185000,-122.35,47.3325,5,1.75,27810,7,2240,20000
850000,-121.988,47.6316,4,3.5,37122,10,2550,32647
201000,-122.039,47.238,3,1,15273,7,1930,51400
499000,-122.353,47.7189,2,1.5,6549,7,1470,6552
315000,-122.164,47.515,4,2.5,5190,7,1840,5564
509950,-121.999,47.5666,3,2.5,4668,8,2060,4668
286300,-122.259,47.5066,3,2.75,6405,8,2130,6510
590000,-122.201,47.705,3,2.5,8325,8,2450,10606
325000,-122.361,47.5166,4,1,9384,6,1600,8432
625000,-122.03,47.3425,4,2.5,27806,9,2810,28619
378000,-122.319,47.7144,3,1.5,6914,7,1000,6947
239950,-122.38,47.2975,3,1.75,6900,7,1740,7000
550000,-122.317,47.6699,4,2,4500,7,1920,3900
325000,-122.28,47.5532,2,1,6180,6,1560,6180
831000,-122.34,47.6547,4,2.5,3905,7,2000,3905
249000,-122.26,47.7743,3,1,10296,6,1910,10296
484000,-122.11,47.7406,4,1.75,16730,7,1390,11600
395000,-122.168,47.3325,4,3,6278,9,2700,7200
839900,-122.064,47.6388,4,2.5,7462,9,3080,8031
760000,-122.161,47.6759,4,2.5,11000,8,1720,11000
750000,-122.383,47.5855,4,1.5,3300,8,2610,5400
3000000,-122.288,47.6389,5,3.75,11265,11,3870,8996
440000,-121.847,47.5308,3,2.5,5800,7,2230,6088
501000,-122.087,47.5695,2,1.75,7523,8,2090,7523
739000,-122.306,47.6146,6,4.5,7500,7,1380,6298
685650,-122.175,47.5919,3,1.75,16200,8,2070,16200
1010000,-122.024,47.6118,4,4.5,284011,11,2870,14576
980000,-122.275,47.6601,4,1.75,4000,8,2300,4000
275000,-122.189,47.5069,3,1.5,7184,7,1330,7262
319950,-122.165,47.4569,4,1.75,8045,7,1790,8086
448500,-122.249,47.7466,3,2.25,7943,8,2100,8070
437000,-122.507,47.4558,5,2,137565,7,2120,157123
330000,-122.339,47.5212,4,1.5,9448,7,1640,9490
365000,-122.17,47.4096,3,2.5,7700,8,2400,7700
329000,-122.354,47.7067,2,1,7700,6,1290,7375
681500,-122.104,47.6169,5,2.75,11700,8,2860,11700
566000,-122.128,47.6889,3,2.25,10140,8,2100,10125
897500,-122.034,47.6573,4,3,217882,10,2430,35096
738000,-122.116,47.6972,3,2.5,9112,9,2620,9067
185000,-122.192,47.3141,3,1.75,7800,7,1490,7800
445000,-122.39,47.5145,2,1,7200,7,1700,7200
175000,-122.275,47.5388,3,1.75,4920,6,1550,5646
315000,-122.386,47.5148,2,1,8556,6,1500,8556
445000,-122.12,47.62,4,1.75,7400,6,990,7600
1400000,-122.218,47.6425,5,3,14990,9,3010,15001
832500,-122.106,47.7302,4,2.5,35100,10,3110,35894
771150,-121.869,47.5414,4,3.5,12320,10,3920,11086
225000,-122.282,47.4364,4,1.5,12559,6,1950,9178
389950,-121.87,47.5333,3,2.5,6396,7,1700,4444
435000,-121.846,47.5288,3,2.5,6082,7,2690,6152
845000,-122.327,47.6447,3,1.75,2538,7,1660,1750
1300000,-122.321,47.6437,4,1.75,5500,9,3320,5500
350000,-122.298,47.5976,3,2.25,1796,8,1690,2025
250000,-122.311,47.2598,3,1.75,10400,7,1280,9800
370000,-122.308,47.5872,2,1.5,2096,7,1340,7452
750000,-122.112,47.7066,4,2.5,4553,8,2750,4929
439950,-122.365,47.6789,2,1.75,3000,7,1260,3000
395000,-122.336,47.7492,4,1.75,10219,7,1500,9099
375000,-122.347,47.7061,4,1,6820,6,1450,6820
263000,-122.3,47.2857,3,2.25,7748,7,1590,7606
185000,-122.297,47.37,3,1,9198,7,1170,8970
500000,-122.01,47.591,3,1,54315,7,2690,40518
920000,-122.095,47.554,4,2.5,10045,10,4370,12359
936000,-122.04,47.595,7,3.75,21802,10,3350,10005
1500000,-122.209,47.6201,3,1.75,12757,8,2930,12450
1100000,-122.275,47.6867,3,2.25,7200,8,2500,7200
247000,-122.3,47.3482,3,2.5,10875,7,1810,9916
289500,-122.325,47.6981,3,1,5525,7,1580,7200
432500,-121.881,47.5356,3,2.5,6396,7,2610,5128
680000,-122.357,47.6663,3,1.75,4320,7,1810,3900
589000,-122.403,47.6496,3,1,6000,7,1420,6000
756450,-122.391,47.5322,4,2,8400,7,2540,6458
536650,-122.222,47.7149,3,1.75,8910,8,2310,10695
540000,-122.289,47.6081,3,2.25,1800,7,2010,4500
385000,-122.292,47.7134,3,1.75,3850,7,1540,7645
485000,-122.285,47.6787,3,1,6120,7,2370,6695
240000,-122.1,47.4712,3,2,17652,7,1990,17652
415500,-122.1,47.4712,3,2,17652,7,1990,17652
550000,-122.366,47.6783,3,2,2688,7,1440,2900
1260000,-122.309,47.6235,4,2,5400,9,2500,5040
430000,-122.457,47.3604,2,2,213008,7,1630,161172
415000,-122.384,47.5274,2,1.75,4257,7,1920,5100
365000,-122.001,47.3107,4,2.5,8200,7,1560,12426
257000,-122.275,47.3314,4,1.5,8500,7,1580,7650
420000,-121.995,47.5541,3,2.5,3821,8,2860,3841
338995,-122.348,47.4557,3,1.75,9450,7,1320,8315
615000,-122.359,47.7235,3,1.75,8280,7,1530,8160
312500,-122.168,47.3285,4,0.5,5570,8,1820,6371
513000,-122.22,47.7443,4,2.5,5684,8,2210,7066
857500,-122.408,47.5747,4,2.75,5040,9,2270,5500
1060000,-122.209,47.5706,3,2.75,22343,10,3390,15682
585000,-122.365,47.4919,3,1.75,9500,8,2110,9450
350500,-122.025,47.3497,2,2.5,4950,7,1770,4500
215000,-122.325,47.4811,3,2,9312,7,1650,7300
440000,-122.24,47.7285,4,2,8400,7,1450,7440
270000,-122.157,47.3598,3,2.25,7800,7,1460,7800
385000,-122.376,47.5377,3,0.75,7020,7,1410,5802
688500,-122.352,47.6748,3,1.75,4125,7,1760,4000
700000,-122.309,47.6105,3,1.75,4905,7,2210,1834
585000,-122.178,47.5547,5,2,14467,8,2200,10267
401000,-122.151,47.6747,2,1.5,2625,7,1260,2625
655000,-122.093,47.6287,4,2.25,7725,8,1740,7944
317000,-122.293,47.5746,3,1,5400,6,960,5400
500000,-122.173,47.719,4,2.5,8155,6,1460,7360
314963,-122.357,47.6975,2,1,6350,6,1490,6350
715000,-122.379,47.5671,3,1.5,5060,7,1670,5118
280000,-121.749,47.4687,3,2.25,9600,7,1200,10400
531000,-122.219,47.7374,3,2.5,9736,9,2490,8763
617000,-122.14,47.6176,3,2.5,4488,8,1530,3696
440000,-122.358,47.7079,4,1,7560,7,1480,7560
140000,-122.223,47.2975,3,1,10114,7,1380,7800
661000,-122.101,47.6315,4,1.75,13125,8,2360,12500
697000,-122.101,47.6315,4,1.75,13125,8,2360,12500
1200000,-122.228,47.5497,5,2.75,13297,9,2900,11568
535000,-122.314,47.6873,4,2,3515,8,1650,4275
404500,-122.284,47.5643,2,2,3060,6,1410,3264
396500,-122.379,47.5256,3,1,5110,7,1310,5110
450000,-122.174,47.5339,3,2.25,9488,8,1880,8615
605000,-122.371,47.6325,3,3.25,2400,8,2200,3600
699000,-122.256,47.5153,3,2,4320,9,1640,5225
805000,-121.914,47.6953,3,3,19023,11,1860,15001
156000,-121.908,47.6554,1,0.75,15000,4,1730,22500
595000,-122.097,47.6955,4,2.5,7064,8,1740,8075
285000,-121.809,47.5263,3,1.75,7200,6,1350,9000
725000,-122.192,47.5374,4,2.5,6055,9,2740,7367
216300,-122.394,47.3206,3,2.5,5000,8,1720,5000
410000,-122.157,47.4804,4,2.75,8450,7,1580,8450
597000,-122.378,47.5599,2,1.75,4600,7,1790,5175
325000,-122.073,47.7562,3,1,9300,7,1300,10064
355000,-122.214,47.3738,5,2.75,9375,7,2250,8200
338000,-122.338,47.5001,3,1.5,8215,7,1460,8217
210000,-122.263,47.3378,4,2.25,5393,7,1700,5917
423000,-122.18,47.7308,4,1.75,9000,7,1930,7818
249500,-122.195,47.2933,4,1.5,8554,7,1790,8554
325000,-122.165,47.3922,4,2.5,5105,8,1920,5288
257000,-122.089,47.3666,3,1.75,8223,7,1240,8113
550000,-121.978,47.6454,3,1.75,100623,8,2110,50529
490000,-122.178,47.6773,3,1,9638,7,1760,7822
299000,-122.164,47.7255,2,1.5,3838,7,1410,3780
295000,-122.452,47.466,2,1,39639,6,1880,98881
630000,-122.047,47.6261,4,2.5,14463,8,2550,12109
320000,-122.17,47.4579,4,1.5,8474,7,1720,8166
1110000,-122.172,47.5932,4,2.5,8640,8,2270,8800
398000,-122.358,47.6988,4,1,6458,7,1670,6350
218000,-122.346,47.5175,3,1,7874,7,1290,7320
590000,-121.989,47.4686,4,2.75,104108,8,2270,54450
1600000,-122.111,47.5842,5,3,8239,10,3330,10643
348500,-122.368,47.5396,2,2.25,1824,8,1460,1826
592500,-122.015,47.7082,2,2,4751,8,2170,5580
505000,-122.236,47.7347,3,2.5,5957,8,2340,6604
1430000,-122.364,47.6351,5,4.25,3600,10,1810,3600
502000,-122.385,47.5719,3,1,5000,7,1670,4000
257500,-122.297,47.7252,2,2,9265,7,460,18000
405000,-122.182,47.721,3,1.5,7500,7,1700,7500
427000,-122.314,47.7005,3,1.75,5111,7,1370,5111
290000,-122.302,47.7583,3,1.5,9997,7,1040,8699
222000,-122.339,47.5191,3,1,7695,7,1210,7412
315000,-122.042,47.3503,3,2.5,6097,8,2240,5574
371000,-122.332,47.694,3,1.5,4500,7,1540,6375
279900,-122.303,47.2798,3,1.75,6620,7,1580,8137
250000,-122.09,47.4754,3,1.5,23522,7,2430,23958
599000,-122.126,47.5689,4,2.25,29930,8,2770,29930
267300,-122.07,47.2568,3,1.75,93218,7,1690,172062
585000,-122.273,47.5592,2,1.75,7200,7,1570,6000
350000,-122.172,47.7417,3,1.75,8268,6,1220,7800
506000,-122.361,47.7594,3,1.75,7700,8,2180,7604
400000,-122.081,47.398,6,2,210830,8,2540,217800
151100,-122.349,47.496,3,1,4495,6,1260,7434
251000,-122.349,47.496,3,1,4495,6,1260,7434
555000,-122.129,47.5579,4,2.25,8140,8,2640,8700
467500,-122.469,47.4361,3,1.75,273556,7,1790,273556
479000,-122.066,47.3389,4,2.5,30378,8,2870,34834
247000,-122.286,47.3398,5,2,9350,7,1460,8210
299500,-121.745,47.4653,3,1,10875,7,1040,10875
306888,-122.326,47.7297,4,1.5,8970,7,1960,8470
675000,-121.955,47.3637,4,2.5,244807,9,2530,217800
577000,-122.292,47.6638,2,1,5265,7,2080,4000
219950,-122.328,47.3285,3,1.5,9936,7,1560,9890
375000,-122.184,47.6717,3,1.5,5500,6,1670,6600
650000,-122.306,47.6882,4,2.5,6820,7,1420,6431
975000,-122.386,47.6711,3,3,5000,6,1360,2500
229000,-122.363,47.5558,1,1,3720,6,1480,4800
575000,-122.299,47.6074,5,2.5,4000,8,1680,4000
815000,-122.086,47.5907,4,1.75,14880,9,3310,13388
525000,-122.101,47.7716,3,1.75,43560,7,2320,57000
471000,-122.047,47.5305,3,2.5,2805,8,1670,2898
450000,-122.388,47.6893,4,1.75,4333,8,1670,4426
590000,-122.394,47.5713,3,2,6150,7,1280,6150
744000,-122.124,47.5664,4,2.5,7260,8,2860,8186
460000,-122.116,47.3106,4,2.25,36114,9,2570,35091
299000,-122.328,47.7438,5,2.5,9389,7,1810,9390
231000,-121.996,47.205,4,1,5120,6,1540,7670
195000,-122.107,47.3037,3,1,9600,6,1150,10222
305000,-121.774,47.4473,3,1.75,11500,7,1250,11000
895000,-122.29,47.58,4,1.5,6200,8,3080,6000
1110000,-122.21,47.6232,4,1.5,13300,7,2840,12744
339000,-122.306,47.557,2,1,7954,7,1180,6828
885000,-122.346,47.6295,4,3.75,3520,7,2230,1419
375000,-122.386,47.5119,3,1,5236,6,1260,5320
367400,-122.123,47.6023,4,1.5,7400,7,1310,7400
700000,-122.363,47.646,4,2,5398,7,1910,4902
667000,-122.126,47.5819,5,2.25,10360,8,2070,7875
200000,-122.266,47.5177,2,1,5250,6,1210,5250
552775,-122.015,47.6326,3,2.5,18414,8,2900,39921
452000,-122.195,47.5092,3,2,148975,6,2210,17388
418000,-122.069,47.4694,3,2.5,16050,8,1790,14550
601500,-122.167,47.6709,3,1.75,10128,8,2240,10154
600000,-121.989,47.5929,3,1.75,39639,8,2330,30492
340000,-122.172,47.333,4,2.5,6481,9,2660,6958
310000,-122.312,47.2703,3,2.5,6752,8,1870,7455
290000,-122.194,47.5066,2,1.75,18000,8,1700,8225
438000,-122.332,47.7222,2,1,9255,7,1800,8000
718000,-122.295,47.5841,4,2.75,4408,8,2200,4000
200000,-122.324,47.4878,2,1,6600,6,1030,6732
479900,-122.152,47.3657,3,2,12150,9,2200,12150
400000,-122.151,47.4395,3,2.5,7877,9,2550,7660
219950,-122.283,47.4434,3,1,10042,7,1130,10925
300000,-121.986,47.7344,3,2.5,3381,7,1820,3383
437000,-122.359,47.7753,3,2.25,8775,7,1550,9240
350000,-122.239,47.7307,4,2,7210,7,1250,7210
626000,-122.196,47.6335,4,1.75,9293,7,1890,9293
490000,-122.073,47.7455,3,2.5,12032,8,2320,9900
289000,-122.104,47.3724,3,2.5,4700,8,2740,5040
595000,-122.397,47.6594,3,2.5,5100,7,1790,4380
676000,-121.73,47.4828,3,2.25,41804,9,2680,40866
389000,-122.355,47.7466,3,1.75,8028,7,1940,11100
240000,-122.304,47.3837,3,2,5000,7,1630,7500
382500,-122.183,47.4206,4,2.5,7079,8,1970,7000
511555,-122.12,47.586,3,2,7293,7,1600,7960
710500,-122.359,47.6608,3,1.75,4125,8,1620,4400
429000,-122.008,47.463,3,2.5,49928,8,2620,37301
170000,-122.318,47.4222,4,1.75,7500,7,1490,8000
2140000,-122.215,47.6224,4,3.25,17820,10,4590,23760
480000,-122.147,47.7563,5,2.75,7200,7,2460,8750
1670000,-122.282,47.6134,4,3.75,8395,10,3180,5183
225000,-122.306,47.4906,3,1,6535,6,1100,6535
615000,-122.384,47.774,3,1.75,7224,8,2540,9990
438950,-121.993,47.2396,4,2.5,385506,7,1680,158994
242000,-122.298,47.3448,3,1.75,9856,7,1400,9600
560000,-122.026,47.6339,3,2.5,9686,8,1960,8254
857500,-122.355,47.6658,3,1.5,3960,8,1540,3400
685000,-122.017,47.6075,4,2.5,7864,9,2790,7034
486000,-122.219,47.7297,4,3,7336,7,2200,7724
749000,-122.146,47.6599,3,2.5,10338,9,2670,8866
260000,-122.182,47.3687,3,2.5,6298,7,1670,7207
1020000,-122.379,47.583,3,1.75,8502,10,2900,5016
565000,-122.4,47.6379,3,1.75,5111,7,1360,4424
355000,-122.338,47.6969,3,2,2502,7,1850,5000
